time=1692882188.176535 latency=nan:nan:nan:nan:nan:(0)ms latency95=nanms latency99=0ms requests=0 option1=0 option2=0 errors=0 throughput=0rps ql=0 rr=-nan% cr=-nan% accRequests=0 accOption1=0 accOption2=0 accLatency=nan:nan:nan:nan:nan:(0)ms accLatency95=nanms accLatency99=0ms accOpenQueuing=0 accErrors=0
time=1692882188.176986 concurrency=1000
time=1692882189.242719 latency=3:18:191:376:678:(212)ms latency95=514ms latency99=618ms requests=1031 option1=0 option2=0 errors=0 throughput=967rps ql=2 rr=0.00% cr=0.00% accRequests=1031 accOption1=0 accOption2=0 accLatency=3:18:191:376:678:(212)ms accLatency95=514ms accLatency99=618ms accOpenQueuing=194 accErrors=0
time=1692882190.244110 latency=3:4:5:8:88:(9)ms latency95=39ms latency99=80ms requests=999 option1=0 option2=0 errors=0 throughput=998rps ql=6 rr=0.00% cr=0.00% accRequests=2030 accOption1=0 accOption2=0 accLatency=3:4:9:197:678:(112)ms accLatency95=452ms accLatency99=539ms accOpenQueuing=204 accErrors=0
time=1692882191.246351 latency=3:4:4:5:12:(5)ms latency95=8ms latency99=10ms requests=1014 option1=0 option2=0 errors=0 throughput=1012rps ql=3 rr=0.00% cr=0.00% accRequests=3044 accOption1=0 accOption2=0 accLatency=3:4:5:48:678:(76)ms accLatency95=424ms accLatency99=530ms accOpenQueuing=207 accErrors=0
time=1692882192.249406 latency=3:4:4:5:11:(5)ms latency95=7ms latency99=9ms requests=983 option1=0 option2=0 errors=0 throughput=980rps ql=2 rr=0.00% cr=0.00% accRequests=4027 accOption1=0 accOption2=0 accLatency=3:4:5:9:678:(59)ms accLatency95=407ms accLatency99=519ms accOpenQueuing=210 accErrors=0
time=1692882193.253698 latency=3:4:4:5:12:(4)ms latency95=7ms latency99=9ms requests=1031 option1=0 option2=0 errors=0 throughput=1027rps ql=9 rr=0.00% cr=0.00% accRequests=5058 accOption1=0 accOption2=0 accLatency=3:4:5:8:678:(48)ms accLatency95=377ms accLatency99=515ms accOpenQueuing=219 accErrors=0
time=1692882194.260096 latency=3:4:4:5:9:(4)ms latency95=6ms latency99=8ms requests=979 option1=0 option2=0 errors=0 throughput=973rps ql=4 rr=0.00% cr=0.00% accRequests=6037 accOption1=0 accOption2=0 accLatency=3:4:4:6:678:(41)ms accLatency95=344ms accLatency99=509ms accOpenQueuing=221 accErrors=0
time=1692882195.265385 latency=3:4:4:5:10:(4)ms latency95=6ms latency99=7ms requests=1018 option1=0 option2=0 errors=0 throughput=1013rps ql=4 rr=0.00% cr=0.00% accRequests=7055 accOption1=0 accOption2=0 accLatency=3:4:4:6:678:(35)ms accLatency95=305ms accLatency99=494ms accOpenQueuing=226 accErrors=0
time=1692882196.271053 latency=3:4:4:5:9:(4)ms latency95=6ms latency99=7ms requests=1000 option1=0 option2=0 errors=0 throughput=994rps ql=12 rr=0.00% cr=0.00% accRequests=8055 accOption1=0 accOption2=0 accLatency=3:4:4:6:678:(32)ms accLatency95=287ms accLatency99=485ms accOpenQueuing=227 accErrors=0
time=1692882197.278908 latency=3:4:4:5:11:(5)ms latency95=7ms latency99=9ms requests=932 option1=0 option2=0 errors=0 throughput=925rps ql=4 rr=0.00% cr=0.00% accRequests=8987 accOption1=0 accOption2=0 accLatency=3:4:4:6:678:(29)ms accLatency95=256ms accLatency99=467ms accOpenQueuing=233 accErrors=0
time=1692882198.286424 latency=3:4:4:5:9:(4)ms latency95=6ms latency99=8ms requests=1051 option1=0 option2=0 errors=0 throughput=1043rps ql=4 rr=0.00% cr=0.00% accRequests=10038 accOption1=0 accOption2=0 accLatency=3:4:4:5:678:(26)ms accLatency95=202ms accLatency99=453ms accOpenQueuing=236 accErrors=0
time=1692882199.294756 latency=3:4:4:5:13:(4)ms latency95=6ms latency99=7ms requests=1037 option1=0 option2=0 errors=0 throughput=1028rps ql=2 rr=0.00% cr=0.00% accRequests=11075 accOption1=0 accOption2=0 accLatency=3:4:4:5:678:(24)ms accLatency95=153ms accLatency99=445ms accOpenQueuing=241 accErrors=0
time=1692882200.303095 latency=2:3:4:5:8:(4)ms latency95=6ms latency99=7ms requests=1066 option1=0 option2=0 errors=0 throughput=1057rps ql=3 rr=0.00% cr=0.00% accRequests=12141 accOption1=0 accOption2=0 accLatency=2:4:4:5:678:(22)ms accLatency95=114ms accLatency99=439ms accOpenQueuing=243 accErrors=0
time=1692882201.313021 latency=3:4:4:5:10:(4)ms latency95=6ms latency99=8ms requests=903 option1=0 option2=0 errors=0 throughput=894rps ql=0 rr=0.00% cr=0.00% accRequests=13044 accOption1=0 accOption2=0 accLatency=2:4:4:5:678:(21)ms accLatency95=87ms accLatency99=437ms accOpenQueuing=248 accErrors=0
time=1692882202.325544 latency=3:4:4:5:16:(4)ms latency95=6ms latency99=9ms requests=998 option1=0 option2=0 errors=0 throughput=986rps ql=9 rr=0.00% cr=0.00% accRequests=14042 accOption1=0 accOption2=0 accLatency=2:4:4:5:678:(20)ms accLatency95=65ms accLatency99=428ms accOpenQueuing=252 accErrors=0
time=1692882203.334470 latency=3:4:4:5:11:(4)ms latency95=6ms latency99=8ms requests=965 option1=0 option2=0 errors=0 throughput=956rps ql=6 rr=0.00% cr=0.00% accRequests=15007 accOption1=0 accOption2=0 accLatency=2:4:4:5:678:(19)ms accLatency95=49ms accLatency99=424ms accOpenQueuing=257 accErrors=0
