time=1692872826.563180 latency=nan:nan:nan:nan:nan:(0)ms latency95=nanms latency99=0ms requests=0 option1=0 option2=0 errors=0 throughput=0rps ql=0 rr=-nan% cr=-nan% accRequests=0 accOption1=0 accOption2=0 accLatency=nan:nan:nan:nan:nan:(0)ms accLatency95=nanms accLatency99=0ms accOpenQueuing=0 accErrors=0
time=1692872826.563620 concurrency=1000
time=1692872827.633151 latency=90:399:636:739:876:(579)ms latency95=815ms latency99=865ms requests=248 option1=0 option2=0 errors=0 throughput=232rps ql=548 rr=0.00% cr=0.00% accRequests=248 accOption1=0 accOption2=0 accLatency=90:399:636:739:876:(579)ms accLatency95=815ms accLatency99=865ms accOpenQueuing=3 accErrors=0
time=1692872828.633637 latency=333:505:628:794:1573:(677)ms latency95=1101ms latency99=1321ms requests=1064 option1=0 option2=0 errors=0 throughput=1063rps ql=488 rr=0.00% cr=0.00% accRequests=1312 accOption1=0 accOption2=0 accLatency=90:495:630:782:1573:(659)ms accLatency95=1070ms accLatency99=1253ms accOpenQueuing=387 accErrors=0
time=1692872829.636098 latency=508:538:555:914:2008:(746)ms latency95=1397ms latency99=1714ms requests=920 option1=0 option2=0 errors=0 throughput=918rps ql=541 rr=0.00% cr=0.00% accRequests=2232 accOption1=0 accOption2=0 accLatency=90:524:610:812:2008:(695)ms accLatency95=1189ms accLatency99=1536ms accOpenQueuing=827 accErrors=0
time=1692872830.638058 latency=549:585:615:1008:2538:(819)ms latency95=1489ms latency99=2026ms requests=919 option1=0 option2=0 errors=0 throughput=917rps ql=567 rr=0.00% cr=0.00% accRequests=3151 accOption1=0 accOption2=0 accLatency=90:541:611:859:2538:(731)ms accLatency95=1298ms accLatency99=1714ms accOpenQueuing=1294 accErrors=0
time=1692872831.641078 latency=596:615:689:1137:2748:(924)ms latency95=1791ms latency99=2336ms requests=928 option1=0 option2=0 errors=0 throughput=925rps ql=582 rr=0.00% cr=0.00% accRequests=4079 accOption1=0 accOption2=0 accLatency=90:555:629:919:2748:(775)ms accLatency95=1460ms accLatency99=1955ms accOpenQueuing=1785 accErrors=0
time=1692872832.645927 latency=610:628:754:1187:3480:(969)ms latency95=1895ms latency99=2465ms requests=929 option1=0 option2=0 errors=0 throughput=925rps ql=605 rr=0.00% cr=0.00% accRequests=5008 accOption1=0 accOption2=0 accLatency=90:583:636:972:3480:(811)ms accLatency95=1552ms accLatency99=2116ms accOpenQueuing=2300 accErrors=0
time=1692872833.652051 latency=630:657:880:1294:3892:(1067)ms latency95=2162ms latency99=2762ms requests=928 option1=0 option2=0 errors=0 throughput=922rps ql=649 rr=0.00% cr=0.00% accRequests=5936 accOption1=0 accOption2=0 accLatency=90:597:668:1025:3892:(851)ms accLatency95=1681ms accLatency99=2368ms accOpenQueuing=2849 accErrors=0
time=1692872834.656749 latency=649:695:928:1353:3330:(1117)ms latency95=2239ms latency99=3040ms requests=929 option1=0 option2=0 errors=0 throughput=925rps ql=664 rr=0.00% cr=0.00% accRequests=6865 accOption1=0 accOption2=0 accLatency=90:612:701:1071:3892:(887)ms accLatency95=1777ms accLatency99=2514ms accOpenQueuing=3423 accErrors=0
time=1692872835.663564 latency=704:722:1048:1524:4353:(1232)ms latency95=2445ms latency99=3625ms requests=928 option1=0 option2=0 errors=0 throughput=922rps ql=686 rr=0.00% cr=0.00% accRequests=7793 accOption1=0 accOption2=0 accLatency=90:618:725:1123:4353:(928)ms accLatency95=1879ms accLatency99=2681ms accOpenQueuing=3999 accErrors=0
