time=1692873541.590225 latency=nan:nan:nan:nan:nan:(0)ms latency95=nanms latency99=0ms requests=0 option1=0 option2=0 errors=0 throughput=0rps ql=0 rr=-nan% cr=-nan% accRequests=0 accOption1=0 accOption2=0 accLatency=nan:nan:nan:nan:nan:(0)ms accLatency95=nanms accLatency99=0ms accOpenQueuing=0 accErrors=0
time=1692873541.590527 concurrency=50
time=1692873542.595143 latency=5:5:9:10:98:(15)ms latency95=68ms latency99=98ms requests=53 option1=0 option2=0 errors=4 throughput=49rps ql=0 rr=0.00% cr=0.00% accRequests=53 accOption1=0 accOption2=0 accLatency=5:5:9:10:98:(15)ms accLatency95=68ms accLatency99=98ms accOpenQueuing=1 accErrors=4
time=1692873543.595365 latency=3:5:5:9:11:(6)ms latency95=10ms latency99=11ms requests=46 option1=0 option2=0 errors=0 throughput=46rps ql=0 rr=0.00% cr=0.00% accRequests=99 accOption1=0 accOption2=0 accLatency=3:5:5:9:98:(10)ms accLatency95=39ms accLatency99=96ms accOpenQueuing=1 accErrors=4
time=1692873544.595623 latency=4:5:5:5:27:(6)ms latency95=10ms latency99=27ms requests=50 option1=0 option2=0 errors=0 throughput=50rps ql=1 rr=0.00% cr=0.00% accRequests=149 accOption1=0 accOption2=0 accLatency=3:5:5:9:98:(9)ms accLatency95=22ms accLatency99=96ms accOpenQueuing=2 accErrors=4
time=1692873545.595925 latency=3:4:5:5:23:(6)ms latency95=10ms latency99=18ms requests=61 option1=0 option2=0 errors=0 throughput=61rps ql=0 rr=0.00% cr=0.00% accRequests=210 accOption1=0 accOption2=0 accLatency=3:5:5:8:98:(8)ms accLatency95=13ms accLatency99=68ms accOpenQueuing=3 accErrors=4
time=1692873546.596259 latency=4:5:5:5:7:(5)ms latency95=6ms latency99=6ms requests=53 option1=0 option2=0 errors=0 throughput=53rps ql=1 rr=0.00% cr=0.00% accRequests=263 accOption1=0 accOption2=0 accLatency=3:5:5:6:98:(7)ms accLatency95=11ms accLatency99=44ms accOpenQueuing=3 accErrors=4
time=1692873547.596621 latency=5:5:5:5:7:(5)ms latency95=6ms latency99=7ms requests=34 option1=0 option2=0 errors=0 throughput=34rps ql=1 rr=0.00% cr=0.00% accRequests=297 accOption1=0 accOption2=0 accLatency=3:5:5:6:98:(7)ms accLatency95=11ms accLatency99=44ms accOpenQueuing=3 accErrors=4
time=1692873548.596952 latency=4:5:5:5:7:(5)ms latency95=6ms latency99=7ms requests=41 option1=0 option2=0 errors=0 throughput=41rps ql=0 rr=0.00% cr=0.00% accRequests=338 accOption1=0 accOption2=0 accLatency=3:5:5:5:98:(7)ms accLatency95=11ms accLatency99=44ms accOpenQueuing=3 accErrors=4
time=1692873549.597348 latency=4:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=47 option1=0 option2=0 errors=0 throughput=47rps ql=0 rr=0.00% cr=0.00% accRequests=385 accOption1=0 accOption2=0 accLatency=3:5:5:5:98:(7)ms accLatency95=10ms accLatency99=41ms accOpenQueuing=3 accErrors=4
time=1692873550.597772 latency=4:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=46 option1=0 option2=0 errors=0 throughput=46rps ql=0 rr=0.00% cr=0.00% accRequests=431 accOption1=0 accOption2=0 accLatency=3:5:5:5:98:(6)ms accLatency95=10ms accLatency99=41ms accOpenQueuing=3 accErrors=4
