time=1692875882.922440 latency=nan:nan:nan:nan:nan:(0)ms latency95=nanms latency99=0ms requests=0 option1=0 option2=0 errors=0 throughput=0rps ql=0 rr=-nan% cr=-nan% accRequests=0 accOption1=0 accOption2=0 accLatency=nan:nan:nan:nan:nan:(0)ms accLatency95=nanms accLatency99=0ms accOpenQueuing=0 accErrors=0
time=1692875882.922860 concurrency=50
time=1692875883.929616 latency=5:5:9:10:106:(14)ms latency95=80ms latency99=106ms requests=49 option1=0 option2=0 errors=0 throughput=49rps ql=0 rr=0.00% cr=0.00% accRequests=49 accOption1=0 accOption2=0 accLatency=5:5:9:10:106:(14)ms accLatency95=80ms accLatency99=106ms accOpenQueuing=0 accErrors=0
time=1692875884.929870 latency=4:5:5:6:10:(6)ms latency95=10ms latency99=10ms requests=48 option1=0 option2=0 errors=0 throughput=48rps ql=1 rr=0.00% cr=0.00% accRequests=97 accOption1=0 accOption2=0 accLatency=4:5:5:9:106:(10)ms accLatency95=16ms accLatency99=82ms accOpenQueuing=0 accErrors=0
time=1692875885.930132 latency=3:5:5:5:9:(5)ms latency95=9ms latency99=9ms requests=50 option1=0 option2=0 errors=0 throughput=50rps ql=0 rr=0.00% cr=0.00% accRequests=147 accOption1=0 accOption2=0 accLatency=3:5:5:9:106:(8)ms accLatency95=10ms accLatency99=82ms accOpenQueuing=0 accErrors=0
time=1692875886.930419 latency=4:5:5:5:9:(5)ms latency95=5ms latency99=5ms requests=52 option1=0 option2=0 errors=0 throughput=52rps ql=0 rr=0.00% cr=0.00% accRequests=199 accOption1=0 accOption2=0 accLatency=3:5:5:6:106:(8)ms accLatency95=10ms accLatency99=80ms accOpenQueuing=0 accErrors=0
time=1692875887.930755 latency=4:5:5:5:10:(5)ms latency95=7ms latency99=7ms requests=51 option1=0 option2=0 errors=0 throughput=51rps ql=2 rr=0.00% cr=0.00% accRequests=250 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(7)ms accLatency95=10ms accLatency99=80ms accOpenQueuing=1 accErrors=0
time=1692875888.931102 latency=4:5:5:5:26:(5)ms latency95=5ms latency99=26ms requests=41 option1=0 option2=0 errors=0 throughput=41rps ql=0 rr=0.00% cr=0.00% accRequests=291 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(7)ms accLatency95=10ms accLatency99=54ms accOpenQueuing=1 accErrors=0
time=1692875889.931467 latency=3:5:5:5:24:(5)ms latency95=6ms latency99=24ms requests=48 option1=0 option2=0 errors=0 throughput=48rps ql=0 rr=0.00% cr=0.00% accRequests=339 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(7)ms accLatency95=10ms accLatency99=54ms accOpenQueuing=2 accErrors=0
time=1692875890.931877 latency=3:5:5:5:12:(5)ms latency95=6ms latency99=12ms requests=45 option1=0 option2=0 errors=0 throughput=45rps ql=0 rr=0.00% cr=0.00% accRequests=384 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(6)ms accLatency95=10ms accLatency99=28ms accOpenQueuing=2 accErrors=0
time=1692875891.932271 latency=4:5:5:5:9:(5)ms latency95=5ms latency99=5ms requests=52 option1=0 option2=0 errors=0 throughput=52rps ql=0 rr=0.00% cr=0.00% accRequests=436 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(6)ms accLatency95=9ms accLatency99=28ms accOpenQueuing=3 accErrors=0
time=1692875892.932703 latency=3:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=55 option1=0 option2=0 errors=0 throughput=55rps ql=0 rr=0.00% cr=0.00% accRequests=491 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(6)ms accLatency95=9ms accLatency99=26ms accOpenQueuing=4 accErrors=0
time=1692875893.933172 latency=4:5:5:5:5:(5)ms latency95=5ms latency99=5ms requests=46 option1=0 option2=0 errors=0 throughput=46rps ql=1 rr=0.00% cr=0.00% accRequests=537 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(6)ms accLatency95=9ms accLatency99=26ms accOpenQueuing=4 accErrors=0
time=1692875894.933675 latency=3:5:5:5:5:(5)ms latency95=5ms latency99=5ms requests=43 option1=0 option2=0 errors=0 throughput=43rps ql=0 rr=0.00% cr=0.00% accRequests=580 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(6)ms accLatency95=9ms accLatency99=24ms accOpenQueuing=4 accErrors=0
time=1692875895.934184 latency=3:5:5:5:7:(5)ms latency95=6ms latency99=7ms requests=48 option1=0 option2=0 errors=0 throughput=48rps ql=0 rr=0.00% cr=0.00% accRequests=628 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(6)ms accLatency95=9ms accLatency99=24ms accOpenQueuing=4 accErrors=0
time=1692875896.934990 latency=4:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=44 option1=0 option2=0 errors=0 throughput=44rps ql=0 rr=0.00% cr=0.00% accRequests=672 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(6)ms accLatency95=9ms accLatency99=16ms accOpenQueuing=4 accErrors=0
time=1692875897.935569 latency=4:5:5:5:8:(5)ms latency95=6ms latency99=8ms requests=49 option1=0 option2=0 errors=0 throughput=49rps ql=0 rr=0.00% cr=0.00% accRequests=721 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(6)ms accLatency95=9ms accLatency99=16ms accOpenQueuing=5 accErrors=0
time=1692875898.936202 latency=4:5:5:5:7:(5)ms latency95=5ms latency99=7ms requests=46 option1=0 option2=0 errors=0 throughput=46rps ql=0 rr=0.00% cr=0.00% accRequests=767 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(6)ms accLatency95=9ms accLatency99=12ms accOpenQueuing=6 accErrors=0
time=1692875899.936779 latency=3:3:4:4:5:(4)ms latency95=5ms latency99=5ms requests=51 option1=0 option2=0 errors=0 throughput=51rps ql=0 rr=0.00% cr=0.00% accRequests=818 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(5)ms accLatency95=9ms accLatency99=12ms accOpenQueuing=7 accErrors=0
time=1692875900.937535 latency=3:5:5:5:5:(5)ms latency95=5ms latency99=5ms requests=48 option1=0 option2=0 errors=0 throughput=48rps ql=0 rr=0.00% cr=0.00% accRequests=866 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(5)ms accLatency95=9ms accLatency99=11ms accOpenQueuing=7 accErrors=0
time=1692875901.938240 latency=4:5:5:5:5:(5)ms latency95=5ms latency99=5ms requests=49 option1=0 option2=0 errors=0 throughput=49rps ql=0 rr=0.00% cr=0.00% accRequests=915 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(5)ms accLatency95=9ms accLatency99=11ms accOpenQueuing=7 accErrors=0
time=1692875902.938944 latency=4:5:5:5:9:(5)ms latency95=6ms latency99=7ms requests=66 option1=0 option2=0 errors=0 throughput=66rps ql=0 rr=0.00% cr=0.00% accRequests=981 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(5)ms accLatency95=9ms accLatency99=10ms accOpenQueuing=8 accErrors=0
time=1692875903.939691 latency=4:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=55 option1=0 option2=0 errors=0 throughput=55rps ql=0 rr=0.00% cr=0.00% accRequests=1036 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(5)ms accLatency95=9ms accLatency99=10ms accOpenQueuing=8 accErrors=0
time=1692875904.940469 latency=4:5:5:5:5:(5)ms latency95=5ms latency99=5ms requests=41 option1=0 option2=0 errors=0 throughput=41rps ql=0 rr=0.00% cr=0.00% accRequests=1077 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(5)ms accLatency95=9ms accLatency99=10ms accOpenQueuing=8 accErrors=0
time=1692875905.941269 latency=3:5:5:5:9:(5)ms latency95=5ms latency99=7ms requests=57 option1=0 option2=0 errors=0 throughput=57rps ql=0 rr=0.00% cr=0.00% accRequests=1134 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(5)ms accLatency95=7ms accLatency99=10ms accOpenQueuing=9 accErrors=0
time=1692875906.942098 latency=3:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=59 option1=0 option2=0 errors=0 throughput=59rps ql=0 rr=0.00% cr=0.00% accRequests=1193 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(5)ms accLatency95=7ms accLatency99=10ms accOpenQueuing=9 accErrors=0
time=1692875907.943063 latency=5:5:5:5:6:(5)ms latency95=5ms latency99=6ms requests=49 option1=0 option2=0 errors=0 throughput=49rps ql=0 rr=0.00% cr=0.00% accRequests=1242 accOption1=0 accOption2=0 accLatency=3:5:5:5:106:(5)ms accLatency95=7ms accLatency99=10ms accOpenQueuing=9 accErrors=0
