Pod,Container,%CPU,%VM,RT [ms],CPU_T [ms],TH [rps],CPU_T/R [ms],REQ_S [B],RES_S [B],C_Load [rps],t_start [ms],t_end [ms],CPU [CPU],VM [B]
service-1,app,0.5636247373518588,0.5262,4.8,28.18123686759294,49.4,0.5730148154712363,1250.0,165.0,50,1692812723537.0981,1692813023542.5615,0m,0m
service-1,app,1.0954651751160058,1.0896,4.8,54.7732587558003,103.0,0.5391068775177195,1250.0,165.0,100,1692813048473.8103,1692813348479.112,0m,0m
service-1,app,2.551433469338483,1.134,4.8,127.57167346692414,245.4,0.5142097574970379,1150.0,165.0,250,1692813373080.3613,1692813673085.5984,0m,0m
service-1,app,4.767276199089106,1.2232,4.806099518459069,238.3638099544553,496.2,0.4780108409477039,1250.0,165.0,500,1692813698255.5935,1692813998261.2285,0m,0m
service-1,app,6.651987161884081,1.27,4.878296703296703,332.59935809420404,748.6,0.4421079443044734,1150.0,165.0,750,1692814023177.489,1692814323182.7053,0m,0m
service-1,app,8.280773836536003,1.3376,4.8813525410164065,414.03869182680006,1000.2,0.4106780978169327,1250.0,165.0,1000,1692814348244.923,1692814648250.4744,0m,0m
service-1,app,10.6643064238329,2.9524,5.305177111716622,533.215321191645,1497.2,0.354829179545798,1250.0,165.0,1500,1692814673046.8025,1692814973052.0781,0m,0m
