Pod,Container,%CPU,%VM,RT [s],CPU_T [s],TH [rps],CPU_T/R [s],REQ_S [B],RES_S [B],C_Load [rps],t_start [ms],t_end [ms],CPU [CPU],VM [B]
ratings,ratings,9.199438498465465,2.6566724010813467,0.0064446492868023815,0.3679775399386186,1509.9,0.0002432987158650727,1250.0,165.0,1500,1693318328215.9905,1693318748811.0432,4000m,1000M
