Pod,Container,%CPU,%VM,RT [s],CPU_T [s],TH [rps],CPU_T/R [s],REQ_S [B],RES_S [B],C_Load [rps],t_start [ms],t_end [ms],CPU [CPU],VM [B]
reviews,reviews,17.590485971162718,6.581060047513722,0.0049169124741557544,0.7036194388465087,1499.8,0.0004703192118615932,1250.0,535.0,1500,1693317001115.6843,1693317421701.8142,4000m,1000M
