Pod,Container,%CPU,%VM,RT [s],CPU_T [s],TH [rps],CPU_T/R [s],REQ_S [B],RES_S [B],C_Load [rps],t_start [ms],t_end [ms],CPU [CPU],VM [B]
productpage,productpage,30.05072558989565,8.341525354304906,2.425,1.202029023595826,52.8,0.022530809276420732,1250.0,4450.0,60,1693318772650.9639,1693319193221.02,4000m,1000M
