Pod,Container,%CPU,%VM,RT [s],CPU_T [s],TH [rps],CPU_T/R [s],REQ_S [B],RES_S [B],C_Load [rps],t_start [ms],t_end [ms],CPU [CPU],VM [B]
reviews,reviews,0.041887103772774215,11.78053575817154,0.006276073619631904,0.0016754841509109687,1539.2,0.00020617147394167467,1250.0,539.3937401367701,750,1693317442475.4126,1693317863088.8777,4000m,1000M
details,details,23.615871549382994,5.951912836896862,4.52624326310632,0.9446348619753198,486.1,0.0018259912850804474,1250.0,298.773043670609,750,1693317442475.4126,1693317863088.8777,4000m,1000M
