time=1692880889.335792 latency=nan:nan:nan:nan:nan:(0)ms latency95=nanms latency99=0ms requests=0 option1=0 option2=0 errors=0 throughput=0rps ql=0 rr=-nan% cr=-nan% accRequests=0 accOption1=0 accOption2=0 accLatency=nan:nan:nan:nan:nan:(0)ms accLatency95=nanms accLatency99=0ms accOpenQueuing=0 accErrors=0
time=1692880889.336209 concurrency=100
time=1692880890.343159 latency=4:5:9:10:54:(10)ms latency95=28ms latency99=54ms requests=99 option1=0 option2=0 errors=0 throughput=98rps ql=0 rr=0.00% cr=0.00% accRequests=99 accOption1=0 accOption2=0 accLatency=4:5:9:10:54:(10)ms accLatency95=28ms accLatency99=54ms accOpenQueuing=1 accErrors=0
time=1692880891.343457 latency=3:5:5:9:56:(8)ms latency95=20ms latency99=50ms requests=98 option1=0 option2=0 errors=0 throughput=98rps ql=0 rr=0.00% cr=0.00% accRequests=197 accOption1=0 accOption2=0 accLatency=3:5:6:9:56:(9)ms accLatency95=28ms accLatency99=54ms accOpenQueuing=2 accErrors=0
time=1692880892.343807 latency=3:5:5:5:10:(5)ms latency95=9ms latency99=10ms requests=98 option1=0 option2=0 errors=0 throughput=98rps ql=0 rr=0.00% cr=0.00% accRequests=295 accOption1=0 accOption2=0 accLatency=3:5:5:9:56:(8)ms accLatency95=11ms accLatency99=50ms accOpenQueuing=2 accErrors=0
time=1692880893.344209 latency=4:5:5:5:11:(5)ms latency95=6ms latency99=10ms requests=93 option1=0 option2=0 errors=0 throughput=93rps ql=0 rr=0.00% cr=0.00% accRequests=388 accOption1=0 accOption2=0 accLatency=3:5:5:8:56:(7)ms accLatency95=11ms accLatency99=50ms accOpenQueuing=2 accErrors=0
time=1692880894.344623 latency=4:5:5:5:10:(5)ms latency95=6ms latency99=9ms requests=88 option1=0 option2=0 errors=0 throughput=88rps ql=1 rr=0.00% cr=0.00% accRequests=476 accOption1=0 accOption2=0 accLatency=3:5:5:6:56:(7)ms accLatency95=10ms accLatency99=37ms accOpenQueuing=3 accErrors=0
time=1692880895.345222 latency=3:4:5:5:7:(5)ms latency95=6ms latency99=6ms requests=119 option1=0 option2=0 errors=0 throughput=119rps ql=0 rr=0.00% cr=0.00% accRequests=595 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(6)ms accLatency95=10ms accLatency99=34ms accOpenQueuing=3 accErrors=0
time=1692880896.345881 latency=4:5:5:5:7:(5)ms latency95=5ms latency99=6ms requests=100 option1=0 option2=0 errors=0 throughput=100rps ql=0 rr=0.00% cr=0.00% accRequests=695 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(6)ms accLatency95=10ms accLatency99=34ms accOpenQueuing=4 accErrors=0
time=1692880897.346512 latency=4:5:5:5:6:(5)ms latency95=5ms latency99=5ms requests=85 option1=0 option2=0 errors=0 throughput=85rps ql=0 rr=0.00% cr=0.00% accRequests=780 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(6)ms accLatency95=10ms accLatency99=30ms accOpenQueuing=4 accErrors=0
time=1692880898.347233 latency=4:5:5:5:8:(5)ms latency95=6ms latency99=8ms requests=92 option1=0 option2=0 errors=0 throughput=92rps ql=1 rr=0.00% cr=0.00% accRequests=872 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(6)ms accLatency95=10ms accLatency99=30ms accOpenQueuing=4 accErrors=0
time=1692880899.347971 latency=4:5:5:5:7:(5)ms latency95=6ms latency99=6ms requests=126 option1=0 option2=0 errors=0 throughput=126rps ql=0 rr=0.00% cr=0.00% accRequests=998 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(6)ms accLatency95=9ms accLatency99=28ms accOpenQueuing=6 accErrors=0
time=1692880900.348779 latency=4:5:5:5:8:(5)ms latency95=6ms latency99=7ms requests=93 option1=0 option2=0 errors=0 throughput=93rps ql=0 rr=0.00% cr=0.00% accRequests=1091 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(6)ms accLatency95=9ms accLatency99=27ms accOpenQueuing=7 accErrors=0
time=1692880901.349655 latency=3:5:5:5:6:(5)ms latency95=5ms latency99=6ms requests=102 option1=0 option2=0 errors=0 throughput=102rps ql=1 rr=0.00% cr=0.00% accRequests=1193 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(6)ms accLatency95=9ms accLatency99=20ms accOpenQueuing=7 accErrors=0
time=1692880902.350581 latency=4:5:5:5:9:(5)ms latency95=5ms latency99=6ms requests=98 option1=0 option2=0 errors=0 throughput=98rps ql=2 rr=0.00% cr=0.00% accRequests=1291 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(5)ms accLatency95=9ms accLatency99=14ms accOpenQueuing=8 accErrors=0
time=1692880903.351922 latency=4:5:5:5:6:(5)ms latency95=5ms latency99=6ms requests=109 option1=0 option2=0 errors=0 throughput=109rps ql=2 rr=0.00% cr=0.00% accRequests=1400 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(5)ms accLatency95=9ms accLatency99=13ms accOpenQueuing=8 accErrors=0
time=1692880904.353085 latency=4:5:5:5:10:(5)ms latency95=7ms latency99=9ms requests=90 option1=0 option2=0 errors=0 throughput=90rps ql=0 rr=0.00% cr=0.00% accRequests=1490 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(5)ms accLatency95=9ms accLatency99=11ms accOpenQueuing=9 accErrors=0
time=1692880905.354164 latency=3:4:5:5:6:(5)ms latency95=6ms latency99=6ms requests=102 option1=0 option2=0 errors=0 throughput=102rps ql=0 rr=0.00% cr=0.00% accRequests=1592 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(5)ms accLatency95=9ms accLatency99=11ms accOpenQueuing=9 accErrors=0
time=1692880906.355367 latency=3:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=107 option1=0 option2=0 errors=0 throughput=107rps ql=0 rr=0.00% cr=0.00% accRequests=1699 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(5)ms accLatency95=9ms accLatency99=11ms accOpenQueuing=9 accErrors=0
time=1692880907.356576 latency=4:5:5:5:7:(5)ms latency95=6ms latency99=6ms requests=116 option1=0 option2=0 errors=0 throughput=116rps ql=0 rr=0.00% cr=0.00% accRequests=1815 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(5)ms accLatency95=9ms accLatency99=11ms accOpenQueuing=10 accErrors=0
time=1692880908.357817 latency=4:5:5:5:8:(5)ms latency95=6ms latency99=7ms requests=98 option1=0 option2=0 errors=0 throughput=98rps ql=0 rr=0.00% cr=0.00% accRequests=1913 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(5)ms accLatency95=9ms accLatency99=11ms accOpenQueuing=11 accErrors=0
time=1692880909.359160 latency=3:4:5:5:6:(4)ms latency95=6ms latency99=6ms requests=103 option1=0 option2=0 errors=0 throughput=103rps ql=1 rr=0.00% cr=0.00% accRequests=2016 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(5)ms accLatency95=9ms accLatency99=11ms accOpenQueuing=12 accErrors=0
time=1692880910.360631 latency=3:4:5:5:6:(4)ms latency95=6ms latency99=6ms requests=104 option1=0 option2=0 errors=0 throughput=104rps ql=1 rr=0.00% cr=0.00% accRequests=2120 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(5)ms accLatency95=8ms accLatency99=11ms accOpenQueuing=12 accErrors=0
time=1692880911.362128 latency=4:5:5:5:6:(5)ms latency95=5ms latency99=6ms requests=90 option1=0 option2=0 errors=0 throughput=90rps ql=0 rr=0.00% cr=0.00% accRequests=2210 accOption1=0 accOption2=0 accLatency=3:5:5:5:56:(5)ms accLatency95=8ms accLatency99=11ms accOpenQueuing=12 accErrors=0
