time=1692883877.706801 latency=nan:nan:nan:nan:nan:(0)ms latency95=nanms latency99=0ms requests=0 option1=0 option2=0 errors=0 throughput=0rps ql=0 rr=-nan% cr=-nan% accRequests=0 accOption1=0 accOption2=0 accLatency=nan:nan:nan:nan:nan:(0)ms accLatency95=nanms accLatency99=0ms accOpenQueuing=0 accErrors=0
time=1692883877.707199 concurrency=500
time=1692883878.742768 latency=3:5:10:13:169:(20)ms latency95=94ms latency99=143ms requests=496 option1=0 option2=0 errors=0 throughput=479rps ql=2 rr=0.00% cr=0.00% accRequests=496 accOption1=0 accOption2=0 accLatency=3:5:10:13:169:(20)ms accLatency95=94ms accLatency99=143ms accOpenQueuing=6 accErrors=0
time=1692883879.743480 latency=3:4:4:6:14:(5)ms latency95=9ms latency99=10ms requests=494 option1=0 option2=0 errors=0 throughput=494rps ql=6 rr=0.00% cr=0.00% accRequests=990 accOption1=0 accOption2=0 accLatency=3:4:5:10:169:(13)ms accLatency95=57ms accLatency99=133ms accOpenQueuing=6 accErrors=0
time=1692883880.744465 latency=3:4:4:5:31:(5)ms latency95=9ms latency99=16ms requests=492 option1=0 option2=0 errors=0 throughput=492rps ql=4 rr=0.00% cr=0.00% accRequests=1482 accOption1=0 accOption2=0 accLatency=3:4:5:9:169:(10)ms accLatency95=33ms accLatency99=107ms accOpenQueuing=6 accErrors=0
time=1692883881.746007 latency=3:4:5:5:10:(5)ms latency95=7ms latency99=10ms requests=488 option1=0 option2=0 errors=0 throughput=487rps ql=1 rr=0.00% cr=0.00% accRequests=1970 accOption1=0 accOption2=0 accLatency=3:4:5:8:169:(9)ms accLatency95=22ms accLatency99=106ms accOpenQueuing=10 accErrors=0
time=1692883882.748031 latency=3:4:5:5:14:(5)ms latency95=7ms latency99=10ms requests=512 option1=0 option2=0 errors=0 throughput=511rps ql=1 rr=0.00% cr=0.00% accRequests=2482 accOption1=0 accOption2=0 accLatency=3:4:5:6:169:(8)ms accLatency95=14ms accLatency99=94ms accOpenQueuing=14 accErrors=0
time=1692883883.750323 latency=3:4:5:5:10:(5)ms latency95=6ms latency99=7ms requests=473 option1=0 option2=0 errors=0 throughput=472rps ql=3 rr=0.00% cr=0.00% accRequests=2955 accOption1=0 accOption2=0 accLatency=3:4:5:6:169:(8)ms accLatency95=13ms accLatency99=79ms accOpenQueuing=14 accErrors=0
time=1692883884.752705 latency=3:4:5:5:9:(5)ms latency95=6ms latency99=8ms requests=526 option1=0 option2=0 errors=0 throughput=525rps ql=1 rr=0.00% cr=0.00% accRequests=3481 accOption1=0 accOption2=0 accLatency=3:4:5:6:169:(7)ms accLatency95=12ms accLatency99=77ms accOpenQueuing=16 accErrors=0
time=1692883885.755877 latency=3:4:5:5:33:(5)ms latency95=7ms latency99=11ms requests=525 option1=0 option2=0 errors=0 throughput=523rps ql=3 rr=0.00% cr=0.00% accRequests=4006 accOption1=0 accOption2=0 accLatency=3:4:5:6:169:(7)ms accLatency95=11ms accLatency99=68ms accOpenQueuing=21 accErrors=0
time=1692883886.759466 latency=3:4:5:5:9:(5)ms latency95=6ms latency99=9ms requests=500 option1=0 option2=0 errors=0 throughput=498rps ql=6 rr=0.00% cr=0.00% accRequests=4506 accOption1=0 accOption2=0 accLatency=3:4:5:5:169:(7)ms accLatency95=11ms accLatency99=59ms accOpenQueuing=24 accErrors=0
time=1692883887.762959 latency=3:4:5:5:11:(5)ms latency95=7ms latency99=8ms requests=494 option1=0 option2=0 errors=0 throughput=492rps ql=0 rr=0.00% cr=0.00% accRequests=5000 accOption1=0 accOption2=0 accLatency=3:4:5:5:169:(6)ms accLatency95=10ms accLatency99=56ms accOpenQueuing=28 accErrors=0
time=1692883888.767463 latency=3:4:5:5:13:(5)ms latency95=7ms latency99=9ms requests=509 option1=0 option2=0 errors=0 throughput=507rps ql=2 rr=0.00% cr=0.00% accRequests=5509 accOption1=0 accOption2=0 accLatency=3:4:5:5:169:(6)ms accLatency95=10ms accLatency99=55ms accOpenQueuing=30 accErrors=0
time=1692883889.772130 latency=3:4:4:5:9:(5)ms latency95=6ms latency99=7ms requests=491 option1=0 option2=0 errors=0 throughput=489rps ql=1 rr=0.00% cr=0.00% accRequests=6000 accOption1=0 accOption2=0 accLatency=3:4:5:5:169:(6)ms accLatency95=10ms accLatency99=50ms accOpenQueuing=30 accErrors=0
time=1692883890.778277 latency=3:4:4:5:7:(4)ms latency95=6ms latency99=7ms requests=484 option1=0 option2=0 errors=0 throughput=481rps ql=1 rr=0.00% cr=0.00% accRequests=6484 accOption1=0 accOption2=0 accLatency=3:4:5:5:169:(6)ms accLatency95=10ms accLatency99=40ms accOpenQueuing=31 accErrors=0
time=1692883891.784765 latency=3:4:5:5:7:(5)ms latency95=6ms latency99=6ms requests=488 option1=0 option2=0 errors=0 throughput=485rps ql=1 rr=0.00% cr=0.00% accRequests=6972 accOption1=0 accOption2=0 accLatency=3:4:5:5:169:(6)ms accLatency95=10ms accLatency99=36ms accOpenQueuing=34 accErrors=0
time=1692883892.790274 latency=3:4:5:5:8:(5)ms latency95=6ms latency99=7ms requests=493 option1=0 option2=0 errors=0 throughput=490rps ql=2 rr=0.00% cr=0.00% accRequests=7465 accOption1=0 accOption2=0 accLatency=3:4:5:5:169:(6)ms accLatency95=9ms accLatency99=33ms accOpenQueuing=36 accErrors=0
