time=1692881213.492902 latency=nan:nan:nan:nan:nan:(0)ms latency95=nanms latency99=0ms requests=0 option1=0 option2=0 errors=0 throughput=0rps ql=0 rr=-nan% cr=-nan% accRequests=0 accOption1=0 accOption2=0 accLatency=nan:nan:nan:nan:nan:(0)ms accLatency95=nanms accLatency99=0ms accOpenQueuing=0 accErrors=0
time=1692881213.493313 concurrency=250
time=1692881214.520806 latency=4:5:9:11:120:(18)ms latency95=79ms latency99=97ms requests=257 option1=0 option2=0 errors=0 throughput=250rps ql=2 rr=0.00% cr=0.00% accRequests=257 accOption1=0 accOption2=0 accLatency=4:5:9:11:120:(18)ms accLatency95=79ms accLatency99=97ms accOpenQueuing=4 accErrors=0
time=1692881215.521254 latency=3:5:5:8:54:(7)ms latency95=12ms latency99=45ms requests=245 option1=0 option2=0 errors=0 throughput=245rps ql=2 rr=0.00% cr=0.00% accRequests=502 accOption1=0 accOption2=0 accLatency=3:5:6:10:120:(12)ms accLatency95=59ms accLatency99=92ms accOpenQueuing=8 accErrors=0
time=1692881216.521912 latency=3:4:5:5:12:(5)ms latency95=9ms latency99=10ms requests=260 option1=0 option2=0 errors=0 throughput=260rps ql=3 rr=0.00% cr=0.00% accRequests=762 accOption1=0 accOption2=0 accLatency=3:5:5:9:120:(10)ms accLatency95=39ms accLatency99=89ms accOpenQueuing=9 accErrors=0
time=1692881217.522845 latency=3:5:5:5:11:(5)ms latency95=7ms latency99=10ms requests=242 option1=0 option2=0 errors=0 throughput=242rps ql=2 rr=0.00% cr=0.00% accRequests=1004 accOption1=0 accOption2=0 accLatency=3:5:5:8:120:(9)ms accLatency95=25ms accLatency99=86ms accOpenQueuing=9 accErrors=0
time=1692881218.523748 latency=3:4:5:5:9:(5)ms latency95=6ms latency99=7ms requests=249 option1=0 option2=0 errors=0 throughput=249rps ql=3 rr=0.00% cr=0.00% accRequests=1253 accOption1=0 accOption2=0 accLatency=3:5:5:6:120:(8)ms accLatency95=12ms accLatency99=79ms accOpenQueuing=10 accErrors=0
time=1692881219.525210 latency=4:5:5:5:9:(5)ms latency95=6ms latency99=7ms requests=249 option1=0 option2=0 errors=0 throughput=249rps ql=2 rr=0.00% cr=0.00% accRequests=1502 accOption1=0 accOption2=0 accLatency=3:5:5:6:120:(7)ms accLatency95=11ms accLatency99=71ms accOpenQueuing=13 accErrors=0
time=1692881220.526438 latency=3:5:5:5:10:(5)ms latency95=6ms latency99=7ms requests=265 option1=0 option2=0 errors=0 throughput=265rps ql=3 rr=0.00% cr=0.00% accRequests=1767 accOption1=0 accOption2=0 accLatency=3:5:5:6:120:(7)ms accLatency95=11ms accLatency99=67ms accOpenQueuing=15 accErrors=0
time=1692881221.527883 latency=3:4:5:5:8:(5)ms latency95=6ms latency99=7ms requests=250 option1=0 option2=0 errors=0 throughput=250rps ql=0 rr=0.00% cr=0.00% accRequests=2017 accOption1=0 accOption2=0 accLatency=3:5:5:6:120:(7)ms accLatency95=10ms accLatency99=66ms accOpenQueuing=15 accErrors=0
time=1692881222.529542 latency=3:4:5:5:7:(5)ms latency95=6ms latency99=6ms requests=278 option1=0 option2=0 errors=0 throughput=278rps ql=0 rr=0.00% cr=0.00% accRequests=2295 accOption1=0 accOption2=0 accLatency=3:5:5:5:120:(7)ms accLatency95=10ms accLatency99=62ms accOpenQueuing=17 accErrors=0
time=1692881223.531337 latency=4:5:5:5:8:(5)ms latency95=6ms latency99=7ms requests=243 option1=0 option2=0 errors=0 throughput=243rps ql=6 rr=0.00% cr=0.00% accRequests=2538 accOption1=0 accOption2=0 accLatency=3:5:5:5:120:(6)ms accLatency95=10ms accLatency99=59ms accOpenQueuing=18 accErrors=0
time=1692881224.533419 latency=3:5:5:5:10:(5)ms latency95=7ms latency99=9ms requests=256 option1=0 option2=0 errors=0 throughput=255rps ql=1 rr=0.00% cr=0.00% accRequests=2794 accOption1=0 accOption2=0 accLatency=3:5:5:5:120:(6)ms accLatency95=10ms accLatency99=56ms accOpenQueuing=20 accErrors=0
time=1692881225.535728 latency=3:4:5:5:7:(5)ms latency95=6ms latency99=7ms requests=236 option1=0 option2=0 errors=0 throughput=235rps ql=2 rr=0.00% cr=0.00% accRequests=3030 accOption1=0 accOption2=0 accLatency=3:5:5:5:120:(6)ms accLatency95=10ms accLatency99=53ms accOpenQueuing=20 accErrors=0
time=1692881226.538311 latency=3:4:5:5:8:(5)ms latency95=6ms latency99=7ms requests=223 option1=0 option2=0 errors=0 throughput=222rps ql=4 rr=0.00% cr=0.00% accRequests=3253 accOption1=0 accOption2=0 accLatency=3:5:5:5:120:(6)ms accLatency95=10ms accLatency99=50ms accOpenQueuing=20 accErrors=0
time=1692881227.540904 latency=4:4:5:5:8:(5)ms latency95=6ms latency99=7ms requests=245 option1=0 option2=0 errors=0 throughput=244rps ql=0 rr=0.00% cr=0.00% accRequests=3498 accOption1=0 accOption2=0 accLatency=3:5:5:5:120:(6)ms accLatency95=9ms accLatency99=45ms accOpenQueuing=22 accErrors=0
time=1692881228.543220 latency=3:5:5:5:7:(5)ms latency95=6ms latency99=7ms requests=254 option1=0 option2=0 errors=0 throughput=253rps ql=0 rr=0.00% cr=0.00% accRequests=3752 accOption1=0 accOption2=0 accLatency=3:5:5:5:120:(6)ms accLatency95=9ms accLatency99=39ms accOpenQueuing=23 accErrors=0
time=1692881229.546091 latency=4:4:5:5:8:(5)ms latency95=6ms latency99=7ms requests=235 option1=0 option2=0 errors=0 throughput=234rps ql=0 rr=0.00% cr=0.00% accRequests=3987 accOption1=0 accOption2=0 accLatency=3:5:5:5:120:(6)ms accLatency95=9ms accLatency99=36ms accOpenQueuing=24 accErrors=0
time=1692881230.548893 latency=3:4:5:5:10:(5)ms latency95=6ms latency99=8ms requests=263 option1=0 option2=0 errors=0 throughput=262rps ql=2 rr=0.00% cr=0.00% accRequests=4250 accOption1=0 accOption2=0 accLatency=3:4:5:5:120:(6)ms accLatency95=9ms accLatency99=35ms accOpenQueuing=26 accErrors=0
time=1692881231.551944 latency=3:4:5:5:8:(5)ms latency95=6ms latency99=7ms requests=273 option1=0 option2=0 errors=0 throughput=272rps ql=1 rr=0.00% cr=0.00% accRequests=4523 accOption1=0 accOption2=0 accLatency=3:4:5:5:120:(6)ms accLatency95=9ms accLatency99=32ms accOpenQueuing=27 accErrors=0
time=1692881232.555206 latency=3:4:5:5:9:(5)ms latency95=6ms latency99=7ms requests=276 option1=0 option2=0 errors=0 throughput=275rps ql=0 rr=0.00% cr=0.00% accRequests=4799 accOption1=0 accOption2=0 accLatency=3:4:5:5:120:(6)ms accLatency95=9ms accLatency99=26ms accOpenQueuing=29 accErrors=0
time=1692881233.558640 latency=4:5:5:5:8:(5)ms latency95=6ms latency99=7ms requests=243 option1=0 option2=0 errors=0 throughput=242rps ql=1 rr=0.00% cr=0.00% accRequests=5042 accOption1=0 accOption2=0 accLatency=3:4:5:5:120:(6)ms accLatency95=9ms accLatency99=25ms accOpenQueuing=29 accErrors=0
time=1692881234.562183 latency=3:4:5:5:7:(5)ms latency95=6ms latency99=7ms requests=250 option1=0 option2=0 errors=0 throughput=249rps ql=0 rr=0.00% cr=0.00% accRequests=5292 accOption1=0 accOption2=0 accLatency=3:4:5:5:120:(6)ms accLatency95=8ms accLatency99=19ms accOpenQueuing=29 accErrors=0
time=1692881235.566037 latency=3:4:5:5:8:(5)ms latency95=6ms latency99=8ms requests=254 option1=0 option2=0 errors=0 throughput=253rps ql=3 rr=0.00% cr=0.00% accRequests=5546 accOption1=0 accOption2=0 accLatency=3:4:5:5:120:(6)ms accLatency95=8ms accLatency99=17ms accOpenQueuing=29 accErrors=0
time=1692881236.570109 latency=3:4:5:5:8:(5)ms latency95=6ms latency99=7ms requests=267 option1=0 option2=0 errors=0 throughput=266rps ql=1 rr=0.00% cr=0.00% accRequests=5813 accOption1=0 accOption2=0 accLatency=3:4:5:5:120:(6)ms accLatency95=8ms accLatency99=13ms accOpenQueuing=29 accErrors=0
time=1692881237.574352 latency=3:5:5:5:7:(5)ms latency95=6ms latency99=7ms requests=278 option1=0 option2=0 errors=0 throughput=277rps ql=2 rr=0.00% cr=0.00% accRequests=6091 accOption1=0 accOption2=0 accLatency=3:4:5:5:120:(5)ms accLatency95=8ms accLatency99=12ms accOpenQueuing=31 accErrors=0
time=1692881238.578609 latency=3:5:5:5:7:(5)ms latency95=6ms latency99=7ms requests=225 option1=0 option2=0 errors=0 throughput=224rps ql=1 rr=0.00% cr=0.00% accRequests=6316 accOption1=0 accOption2=0 accLatency=3:4:5:5:120:(5)ms accLatency95=7ms accLatency99=12ms accOpenQueuing=31 accErrors=0
time=1692881239.583725 latency=3:3:4:5:10:(4)ms latency95=6ms latency99=8ms requests=227 option1=0 option2=0 errors=0 throughput=226rps ql=1 rr=0.00% cr=0.00% accRequests=6543 accOption1=0 accOption2=0 accLatency=3:4:5:5:120:(5)ms accLatency95=7ms accLatency99=12ms accOpenQueuing=31 accErrors=0
time=1692881240.588991 latency=3:4:5:5:10:(5)ms latency95=6ms latency99=7ms requests=275 option1=0 option2=0 errors=0 throughput=274rps ql=1 rr=0.00% cr=0.00% accRequests=6818 accOption1=0 accOption2=0 accLatency=3:4:5:5:120:(5)ms accLatency95=7ms accLatency99=12ms accOpenQueuing=33 accErrors=0
