time=1692888558.715920 latency=nan:nan:nan:nan:nan:(0)ms latency95=nanms latency99=0ms requests=0 option1=0 option2=0 errors=0 throughput=0rps ql=0 rr=-nan% cr=-nan% accRequests=0 accOption1=0 accOption2=0 accLatency=nan:nan:nan:nan:nan:(0)ms accLatency95=nanms accLatency99=0ms accOpenQueuing=0 accErrors=0
time=1692888558.716333 concurrency=500
time=1692888559.746295 latency=3:4:8:11:83:(15)ms latency95=57ms latency99=80ms requests=500 option1=0 option2=0 errors=119 throughput=370rps ql=4 rr=0.00% cr=0.00% accRequests=500 accOption1=0 accOption2=0 accLatency=3:4:8:11:83:(15)ms accLatency95=57ms accLatency99=80ms accOpenQueuing=5 accErrors=119
time=1692888560.746981 latency=3:4:5:7:13:(6)ms latency95=9ms latency99=12ms requests=517 option1=0 option2=0 errors=0 throughput=517rps ql=3 rr=0.00% cr=0.00% accRequests=1017 accOption1=0 accOption2=0 accLatency=3:4:5:9:83:(9)ms accLatency95=33ms accLatency99=79ms accOpenQueuing=8 accErrors=119
time=1692888561.748127 latency=4:5:5:6:35:(6)ms latency95=10ms latency99=14ms requests=503 option1=0 option2=0 errors=0 throughput=502rps ql=4 rr=0.00% cr=0.00% accRequests=1520 accOption1=0 accOption2=0 accLatency=3:4:5:8:83:(8)ms accLatency95=27ms accLatency99=62ms accOpenQueuing=9 accErrors=119
time=1692888562.749804 latency=3:4:5:5:10:(5)ms latency95=7ms latency99=9ms requests=487 option1=0 option2=0 errors=0 throughput=486rps ql=3 rr=0.00% cr=0.00% accRequests=2007 accOption1=0 accOption2=0 accLatency=3:4:5:7:83:(7)ms accLatency95=15ms accLatency99=57ms accOpenQueuing=13 accErrors=119
time=1692888563.751562 latency=3:4:5:5:13:(5)ms latency95=7ms latency99=10ms requests=511 option1=0 option2=0 errors=0 throughput=510rps ql=4 rr=0.00% cr=0.00% accRequests=2518 accOption1=0 accOption2=0 accLatency=3:4:5:6:83:(7)ms accLatency95=11ms accLatency99=53ms accOpenQueuing=17 accErrors=119
time=1692888564.753830 latency=3:4:5:5:10:(5)ms latency95=7ms latency99=8ms requests=507 option1=0 option2=0 errors=0 throughput=506rps ql=1 rr=0.00% cr=0.00% accRequests=3025 accOption1=0 accOption2=0 accLatency=3:4:5:6:83:(6)ms accLatency95=10ms accLatency99=46ms accOpenQueuing=20 accErrors=119
time=1692888565.756393 latency=3:4:5:5:9:(5)ms latency95=6ms latency99=7ms requests=507 option1=0 option2=0 errors=0 throughput=506rps ql=1 rr=0.00% cr=0.00% accRequests=3532 accOption1=0 accOption2=0 accLatency=3:4:5:6:83:(6)ms accLatency95=10ms accLatency99=41ms accOpenQueuing=20 accErrors=119
time=1692888566.759384 latency=3:4:5:5:10:(5)ms latency95=6ms latency99=7ms requests=497 option1=0 option2=0 errors=0 throughput=496rps ql=2 rr=0.00% cr=0.00% accRequests=4029 accOption1=0 accOption2=0 accLatency=3:4:5:6:83:(6)ms accLatency95=9ms accLatency99=40ms accOpenQueuing=23 accErrors=119
time=1692888567.763663 latency=3:4:5:5:9:(5)ms latency95=7ms latency99=8ms requests=491 option1=0 option2=0 errors=0 throughput=489rps ql=1 rr=0.00% cr=0.00% accRequests=4520 accOption1=0 accOption2=0 accLatency=3:4:5:6:83:(6)ms accLatency95=9ms accLatency99=35ms accOpenQueuing=24 accErrors=119
