time=1692875165.943962 latency=nan:nan:nan:nan:nan:(0)ms latency95=nanms latency99=0ms requests=0 option1=0 option2=0 errors=0 throughput=0rps ql=0 rr=-nan% cr=-nan% accRequests=0 accOption1=0 accOption2=0 accLatency=nan:nan:nan:nan:nan:(0)ms accLatency95=nanms accLatency99=0ms accOpenQueuing=0 accErrors=0
time=1692875165.944391 concurrency=1000
time=1692875167.031666 latency=103:325:379:442:777:(392)ms latency95=573ms latency99=705ms requests=659 option1=0 option2=0 errors=0 throughput=606rps ql=318 rr=0.00% cr=0.00% accRequests=659 accOption1=0 accOption2=0 accLatency=103:325:379:442:777:(392)ms accLatency95=573ms accLatency99=705ms accOpenQueuing=84 accErrors=0
time=1692875168.032655 latency=244:375:411:484:1441:(456)ms latency95=777ms latency99=947ms requests=848 option1=0 option2=0 errors=0 throughput=847rps ql=404 rr=0.00% cr=0.00% accRequests=1507 accOption1=0 accOption2=0 accLatency=103:355:400:449:1441:(428)ms accLatency95=703ms accLatency99=900ms accOpenQueuing=371 accErrors=0
time=1692875169.034454 latency=429:475:507:673:1321:(594)ms latency95=1009ms latency99=1222ms requests=829 option1=0 option2=0 errors=0 throughput=828rps ql=499 rr=0.00% cr=0.00% accRequests=2336 accOption1=0 accOption2=0 accLatency=103:379:446:524:1441:(487)ms accLatency95=866ms accLatency99=1128ms accOpenQueuing=679 accErrors=0
time=1692875170.036467 latency=538:567:620:898:1921:(759)ms latency95=1346ms latency99=1648ms requests=830 option1=0 option2=0 errors=0 throughput=828rps ql=578 rr=0.00% cr=0.00% accRequests=3166 accOption1=0 accOption2=0 accLatency=103:405:499:621:1921:(558)ms accLatency95=1057ms accLatency99=1410ms accOpenQueuing=1046 accErrors=0
time=1692875171.038163 latency=645:673:690:1103:2706:(920)ms latency95=1693ms latency99=2126ms requests=856 option1=0 option2=0 errors=0 throughput=855rps ql=614 rr=0.00% cr=0.00% accRequests=4022 accOption1=0 accOption2=0 accLatency=103:421:562:695:2706:(635)ms accLatency95=1250ms accLatency99=1746ms accOpenQueuing=1461 accErrors=0
time=1692875172.041915 latency=690:721:863:1338:3379:(1086)ms latency95=2015ms latency99=2529ms requests=854 option1=0 option2=0 errors=0 throughput=851rps ql=662 rr=0.00% cr=0.00% accRequests=4876 accOption1=0 accOption2=0 accLatency=103:449:643:812:3379:(714)ms accLatency95=1488ms accLatency99=2097ms accOpenQueuing=1944 accErrors=0
time=1692875173.046189 latency=751:787:1088:1495:3834:(1234)ms latency95=2290ms latency99=2959ms requests=830 option1=0 option2=0 errors=0 throughput=826rps ql=698 rr=0.00% cr=0.00% accRequests=5706 accOption1=0 accOption2=0 accLatency=103:480:679:938:3834:(790)ms accLatency95=1719ms accLatency99=2372ms accOpenQueuing=2448 accErrors=0
time=1692875174.050767 latency=789:834:1202:1747:3951:(1387)ms latency95=2705ms latency99=3427ms requests=848 option1=0 option2=0 errors=0 throughput=844rps ql=732 rr=0.00% cr=0.00% accRequests=6554 accOption1=0 accOption2=0 accLatency=103:506:721:1061:3951:(867)ms accLatency95=1936ms accLatency99=2706ms accOpenQueuing=2987 accErrors=0
time=1692875175.054476 latency=807:856:1364:1887:4339:(1503)ms latency95=2987ms latency99=3938ms requests=848 option1=0 option2=0 errors=0 throughput=845rps ql=754 rr=0.00% cr=0.00% accRequests=7402 accOption1=0 accOption2=0 accLatency=103:542:777:1179:4339:(940)ms accLatency95=2131ms accLatency99=2987ms accOpenQueuing=3568 accErrors=0
time=1692875176.060161 latency=862:895:1496:2125:4695:(1650)ms latency95=3193ms latency99=4137ms requests=853 option1=0 option2=0 errors=0 throughput=848rps ql=778 rr=0.00% cr=0.00% accRequests=8255 accOption1=0 accOption2=0 accLatency=103:565:819:1296:4695:(1013)ms accLatency95=2331ms accLatency99=3279ms accOpenQueuing=4170 accErrors=0
time=1692875177.066470 latency=889:923:1600:2327:5296:(1787)ms latency95=3497ms latency99=4096ms requests=852 option1=0 option2=0 errors=0 throughput=847rps ql=823 rr=0.00% cr=0.00% accRequests=9107 accOption1=0 accOption2=0 accLatency=103:598:850:1398:5296:(1086)ms accLatency95=2551ms accLatency99=3531ms accOpenQueuing=4797 accErrors=0
time=1692875178.072708 latency=919:988:1727:2531:6011:(1944)ms latency95=3848ms latency99=4661ms requests=848 option1=0 option2=0 errors=0 throughput=843rps ql=820 rr=0.00% cr=0.00% accRequests=9955 accOption1=0 accOption2=0 accLatency=103:648:893:1505:6011:(1159)ms accLatency95=2750ms accLatency99=3821ms accOpenQueuing=5439 accErrors=0
time=1692875179.080542 latency=965:1210:1887:2753:6908:(2119)ms latency95=4154ms latency99=5074ms requests=852 option1=0 option2=0 errors=0 throughput=845rps ql=850 rr=0.00% cr=0.00% accRequests=10807 accOption1=0 accOption2=0 accLatency=103:664:930:1615:6908:(1234)ms accLatency95=2971ms accLatency99=4063ms accOpenQueuing=6122 accErrors=0
time=1692875180.088544 latency=959:1189:1942:2893:6178:(2236)ms latency95=4547ms latency99=5649ms requests=792 option1=0 option2=0 errors=0 throughput=786rps ql=847 rr=0.00% cr=0.00% accRequests=11599 accOption1=0 accOption2=0 accLatency=103:683:976:1703:6908:(1303)ms accLatency95=3157ms accLatency99=4349ms accOpenQueuing=6745 accErrors=0
time=1692875181.096827 latency=1001:1419:2144:3161:6804:(2420)ms latency95=4845ms latency99=5709ms requests=854 option1=0 option2=0 errors=0 throughput=847rps ql=862 rr=0.00% cr=0.00% accRequests=12453 accOption1=0 accOption2=0 accLatency=103:707:1021:1810:6908:(1379)ms accLatency95=3379ms accLatency99=4639ms accOpenQueuing=7445 accErrors=0
time=1692875182.104830 latency=994:1461:2298:3318:7362:(2536)ms latency95=5086ms latency99=6076ms requests=864 option1=0 option2=0 errors=0 throughput=857rps ql=857 rr=0.00% cr=0.00% accRequests=13317 accOption1=0 accOption2=0 accLatency=103:723:1065:1919:7362:(1455)ms accLatency95=3585ms accLatency99=4948ms accOpenQueuing=8167 accErrors=0
time=1692875183.114979 latency=989:1464:2373:3585:8190:(2655)ms latency95=5356ms latency99=6459ms requests=859 option1=0 option2=0 errors=0 throughput=850rps ql=882 rr=0.00% cr=0.00% accRequests=14176 accOption1=0 accOption2=0 accLatency=103:759:1124:2016:8190:(1527)ms accLatency95=3805ms accLatency99=5234ms accOpenQueuing=8888 accErrors=0
time=1692875184.125824 latency=1006:1545:2530:3799:8598:(2820)ms latency95=5774ms latency99=7127ms requests=836 option1=0 option2=0 errors=0 throughput=827rps ql=896 rr=0.00% cr=0.00% accRequests=15012 accOption1=0 accOption2=0 accLatency=103:780:1192:2125:8598:(1599)ms accLatency95=3985ms accLatency99=5478ms accOpenQueuing=9590 accErrors=0
time=1692875185.139901 latency=1035:1665:2607:3964:9485:(2938)ms latency95=6086ms latency99=7323ms requests=864 option1=0 option2=0 errors=0 throughput=852rps ql=901 rr=0.00% cr=0.00% accRequests=15876 accOption1=0 accOption2=0 accLatency=103:809:1257:2234:9485:(1672)ms accLatency95=4202ms accLatency99=5788ms accOpenQueuing=10333 accErrors=0
time=1692875186.151746 latency=1040:1840:2900:4166:9244:(3146)ms latency95=6122ms latency99=8035ms requests=859 option1=0 option2=0 errors=0 throughput=849rps ql=910 rr=0.00% cr=0.00% accRequests=16735 accOption1=0 accOption2=0 accLatency=103:824:1322:2348:9485:(1748)ms accLatency95=4412ms accLatency99=5991ms accOpenQueuing=11093 accErrors=0
time=1692875187.166036 latency=1059:1809:3068:4426:10129:(3284)ms latency95=6397ms latency99=8164ms requests=862 option1=0 option2=0 errors=0 throughput=850rps ql=912 rr=0.00% cr=0.00% accRequests=17597 accOption1=0 accOption2=0 accLatency=103:838:1388:2463:10129:(1823)ms accLatency95=4630ms accLatency99=6277ms accOpenQueuing=11848 accErrors=0
time=1692875188.180771 latency=1056:1983:3181:4637:11082:(3455)ms latency95=6763ms latency99=8637ms requests=853 option1=0 option2=0 errors=0 throughput=841rps ql=924 rr=0.00% cr=0.00% accRequests=18450 accOption1=0 accOption2=0 accLatency=103:856:1447:2584:11082:(1898)ms accLatency95=4840ms accLatency99=6500ms accOpenQueuing=12611 accErrors=0
time=1692875189.196685 latency=1083:2109:3428:4866:11132:(3660)ms latency95=7171ms latency99=8706ms requests=857 option1=0 option2=0 errors=0 throughput=844rps ql=931 rr=0.00% cr=0.00% accRequests=19307 accOption1=0 accOption2=0 accLatency=103:880:1508:2702:11132:(1977)ms accLatency95=5045ms accLatency99=6828ms accOpenQueuing=13379 accErrors=0
time=1692875190.211506 latency=1088:2172:3548:5103:10987:(3780)ms latency95=7467ms latency99=8970ms requests=844 option1=0 option2=0 errors=0 throughput=832rps ql=939 rr=0.00% cr=0.00% accRequests=20151 accOption1=0 accOption2=0 accLatency=103:896:1574:2808:11132:(2052)ms accLatency95=5244ms accLatency99=7100ms accOpenQueuing=14150 accErrors=0
time=1692875191.229766 latency=1100:2270:3637:5200:10790:(3891)ms latency95=7528ms latency99=9395ms requests=870 option1=0 option2=0 errors=0 throughput=854rps ql=928 rr=0.00% cr=0.00% accRequests=21021 accOption1=0 accOption2=0 accLatency=103:916:1631:2931:11132:(2128)ms accLatency95=5427ms accLatency99=7369ms accOpenQueuing=14944 accErrors=0
time=1692875192.246736 latency=1075:2571:3986:5494:11637:(4167)ms latency95=7868ms latency99=10004ms requests=866 option1=0 option2=0 errors=0 throughput=852rps ql=937 rr=0.00% cr=0.00% accRequests=21887 accOption1=0 accOption2=0 accLatency=103:938:1691:3058:11637:(2209)ms accLatency95=5623ms accLatency99=7660ms accOpenQueuing=15756 accErrors=0
time=1692875193.265128 latency=1084:2559:4088:5777:12103:(4320)ms latency95=8325ms latency99=10095ms requests=866 option1=0 option2=0 errors=0 throughput=850rps ql=937 rr=0.00% cr=0.00% accRequests=22753 accOption1=0 accOption2=0 accLatency=103:970:1748:3186:12103:(2289)ms accLatency95=5861ms accLatency99=7973ms accOpenQueuing=16554 accErrors=0
time=1692875194.281477 latency=1092:2560:4231:6115:13179:(4449)ms latency95=8408ms latency99=10171ms requests=870 option1=0 option2=0 errors=0 throughput=856rps ql=941 rr=0.00% cr=0.00% accRequests=23623 accOption1=0 accOption2=0 accLatency=103:983:1805:3309:13179:(2369)ms accLatency95=6086ms accLatency99=8240ms accOpenQueuing=17361 accErrors=0
time=1692875195.300371 latency=1084:2575:4277:6254:13109:(4535)ms latency95=8697ms latency99=10721ms requests=864 option1=0 option2=0 errors=0 throughput=848rps ql=951 rr=0.00% cr=0.00% accRequests=24487 accOption1=0 accOption2=0 accLatency=103:999:1859:3435:13179:(2445)ms accLatency95=6293ms accLatency99=8456ms accOpenQueuing=18156 accErrors=0
time=1692875196.321670 latency=1105:2551:4393:6433:13983:(4665)ms latency95=9309ms latency99=10597ms requests=858 option1=0 option2=0 errors=0 throughput=840rps ql=940 rr=0.00% cr=0.00% accRequests=25345 accOption1=0 accOption2=0 accLatency=103:1008:1911:3556:13983:(2520)ms accLatency95=6494ms accLatency99=8739ms accOpenQueuing=18943 accErrors=0
time=1692875197.342845 latency=1102:2725:4530:6616:14703:(4855)ms latency95=9621ms latency99=11222ms requests=874 option1=0 option2=0 errors=0 throughput=856rps ql=957 rr=0.00% cr=0.00% accRequests=26219 accOption1=0 accOption2=0 accLatency=103:1021:1966:3673:14703:(2598)ms accLatency95=6707ms accLatency99=9011ms accOpenQueuing=19776 accErrors=0
time=1692875198.367853 latency=1097:2745:4566:6746:15120:(4895)ms latency95=9892ms latency99=11466ms requests=870 option1=0 option2=0 errors=0 throughput=849rps ql=953 rr=0.00% cr=0.00% accRequests=27089 accOption1=0 accOption2=0 accLatency=103:1044:2016:3782:15120:(2672)ms accLatency95=6956ms accLatency99=9340ms accOpenQueuing=20588 accErrors=0
time=1692875199.391188 latency=1119:3044:4677:7020:14368:(5131)ms latency95=10257ms latency99=12140ms requests=863 option1=0 option2=0 errors=0 throughput=843rps ql=962 rr=0.00% cr=0.00% accRequests=27952 accOption1=0 accOption2=0 accLatency=103:1058:2067:3896:15120:(2748)ms accLatency95=7155ms accLatency99=9610ms accOpenQueuing=21379 accErrors=0
time=1692875200.413938 latency=1128:2972:4931:7106:15012:(5254)ms latency95=10704ms latency99=12534ms requests=852 option1=0 option2=0 errors=0 throughput=833rps ql=953 rr=0.00% cr=0.00% accRequests=28804 accOption1=0 accOption2=0 accLatency=103:1066:2125:3987:15120:(2822)ms accLatency95=7347ms accLatency99=9892ms accOpenQueuing=22186 accErrors=0
time=1692875201.437830 latency=1121:3250:5130:7437:14591:(5494)ms latency95=10878ms latency99=12537ms requests=875 option1=0 option2=0 errors=0 throughput=855rps ql=959 rr=0.00% cr=0.00% accRequests=29679 accOption1=0 accOption2=0 accLatency=103:1077:2189:4112:15120:(2901)ms accLatency95=7564ms accLatency99=10167ms accOpenQueuing=23023 accErrors=0
time=1692875202.464546 latency=1111:3189:5376:7638:15333:(5608)ms latency95=11271ms latency99=12972ms requests=864 option1=0 option2=0 errors=0 throughput=842rps ql=964 rr=0.00% cr=0.00% accRequests=30543 accOption1=0 accOption2=0 accLatency=103:1092:2245:4234:15333:(2977)ms accLatency95=7789ms accLatency99=10459ms accOpenQueuing=23837 accErrors=0
time=1692875203.490288 latency=1133:3281:5649:7948:15480:(5852)ms latency95=11492ms latency99=13377ms requests=855 option1=0 option2=0 errors=0 throughput=834rps ql=964 rr=0.00% cr=0.00% accRequests=31398 accOption1=0 accOption2=0 accLatency=103:1100:2304:4354:15480:(3056)ms accLatency95=7997ms accLatency99=10790ms accOpenQueuing=24649 accErrors=0
time=1692875204.519187 latency=1128:3381:5544:8230:16568:(5962)ms latency95=11810ms latency99=13923ms requests=874 option1=0 option2=0 errors=0 throughput=849rps ql=964 rr=0.00% cr=0.00% accRequests=32272 accOption1=0 accOption2=0 accLatency=103:1107:2375:4463:16568:(3134)ms accLatency95=8223ms accLatency99=11031ms accOpenQueuing=25484 accErrors=0
time=1692875205.546324 latency=1126:3685:5698:8430:17395:(6167)ms latency95=12081ms latency99=14011ms requests=879 option1=0 option2=0 errors=0 throughput=856rps ql=971 rr=0.00% cr=0.00% accRequests=33151 accOption1=0 accOption2=0 accLatency=103:1119:2446:4581:17395:(3215)ms accLatency95=8454ms accLatency99=11292ms accOpenQueuing=26325 accErrors=0
time=1692875206.575812 latency=1127:3585:5885:8527:17375:(6248)ms latency95=12284ms latency99=14400ms requests=879 option1=0 option2=0 errors=0 throughput=854rps ql=968 rr=0.00% cr=0.00% accRequests=34030 accOption1=0 accOption2=0 accLatency=103:1131:2510:4690:17395:(3293)ms accLatency95=8667ms accLatency99=11538ms accOpenQueuing=27166 accErrors=0
time=1692875207.597479 latency=1123:3721:6003:8823:18496:(6409)ms latency95=12632ms latency99=14648ms requests=851 option1=0 option2=0 errors=0 throughput=833rps ql=969 rr=0.00% cr=0.00% accRequests=34881 accOption1=0 accOption2=0 accLatency=103:1140:2573:4801:18496:(3369)ms accLatency95=8884ms accLatency99=11841ms accOpenQueuing=27978 accErrors=0
time=1692875208.619773 latency=1158:3804:6088:8941:19448:(6526)ms latency95=12820ms latency99=15588ms requests=860 option1=0 option2=0 errors=0 throughput=841rps ql=971 rr=0.00% cr=0.00% accRequests=35741 accOption1=0 accOption2=0 accLatency=103:1164:2635:4917:19448:(3445)ms accLatency95=9102ms accLatency99=12080ms accOpenQueuing=28800 accErrors=0
