time=1692885243.465660 latency=nan:nan:nan:nan:nan:(0)ms latency95=nanms latency99=0ms requests=0 option1=0 option2=0 errors=0 throughput=0rps ql=0 rr=-nan% cr=-nan% accRequests=0 accOption1=0 accOption2=0 accLatency=nan:nan:nan:nan:nan:(0)ms accLatency95=nanms accLatency99=0ms accOpenQueuing=0 accErrors=0
time=1692885243.465967 concurrency=50
time=1692885244.470550 latency=5:5:9:10:97:(17)ms latency95=70ms latency99=97ms requests=47 option1=0 option2=0 errors=3 throughput=44rps ql=2 rr=0.00% cr=0.00% accRequests=47 accOption1=0 accOption2=0 accLatency=5:5:9:10:97:(17)ms accLatency95=70ms accLatency99=97ms accOpenQueuing=2 accErrors=3
time=1692885245.470806 latency=4:5:5:9:16:(6)ms latency95=10ms latency99=16ms requests=49 option1=0 option2=0 errors=0 throughput=49rps ql=2 rr=0.00% cr=0.00% accRequests=96 accOption1=0 accOption2=0 accLatency=4:5:6:9:97:(12)ms accLatency95=37ms accLatency99=91ms accOpenQueuing=2 accErrors=3
time=1692885246.471060 latency=4:5:5:6:10:(6)ms latency95=10ms latency99=10ms requests=45 option1=0 option2=0 errors=0 throughput=45rps ql=1 rr=0.00% cr=0.00% accRequests=141 accOption1=0 accOption2=0 accLatency=4:5:5:9:97:(10)ms accLatency95=35ms accLatency99=91ms accOpenQueuing=2 accErrors=3
time=1692885247.471353 latency=4:5:5:5:10:(5)ms latency95=6ms latency99=10ms requests=46 option1=0 option2=0 errors=0 throughput=46rps ql=0 rr=0.00% cr=0.00% accRequests=187 accOption1=0 accOption2=0 accLatency=4:5:5:9:97:(9)ms accLatency95=16ms accLatency99=70ms accOpenQueuing=2 accErrors=3
time=1692885248.471672 latency=4:5:5:5:7:(5)ms latency95=6ms latency99=6ms requests=53 option1=0 option2=0 errors=0 throughput=53rps ql=0 rr=0.00% cr=0.00% accRequests=240 accOption1=0 accOption2=0 accLatency=4:5:5:6:97:(8)ms accLatency95=11ms accLatency99=70ms accOpenQueuing=3 accErrors=3
time=1692885249.472040 latency=4:5:5:5:10:(5)ms latency95=5ms latency99=6ms requests=62 option1=0 option2=0 errors=0 throughput=62rps ql=0 rr=0.00% cr=0.00% accRequests=302 accOption1=0 accOption2=0 accLatency=4:5:5:6:97:(7)ms accLatency95=10ms accLatency99=68ms accOpenQueuing=3 accErrors=3
time=1692885250.472394 latency=4:5:5:5:6:(5)ms latency95=5ms latency99=6ms requests=49 option1=0 option2=0 errors=0 throughput=49rps ql=0 rr=0.00% cr=0.00% accRequests=351 accOption1=0 accOption2=0 accLatency=4:5:5:5:97:(7)ms accLatency95=10ms accLatency99=68ms accOpenQueuing=3 accErrors=3
time=1692885251.472763 latency=4:5:5:5:6:(5)ms latency95=5ms latency99=6ms requests=41 option1=0 option2=0 errors=0 throughput=41rps ql=1 rr=0.00% cr=0.00% accRequests=392 accOption1=0 accOption2=0 accLatency=4:5:5:5:97:(7)ms accLatency95=10ms accLatency99=54ms accOpenQueuing=3 accErrors=3
time=1692885252.473203 latency=3:5:5:5:6:(5)ms latency95=5ms latency99=6ms requests=52 option1=0 option2=0 errors=0 throughput=52rps ql=0 rr=0.00% cr=0.00% accRequests=444 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=10ms accLatency99=54ms accOpenQueuing=3 accErrors=3
time=1692885253.473631 latency=4:5:5:5:7:(5)ms latency95=6ms latency99=7ms requests=48 option1=0 option2=0 errors=0 throughput=48rps ql=0 rr=0.00% cr=0.00% accRequests=492 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=10ms accLatency99=37ms accOpenQueuing=3 accErrors=3
time=1692885254.474101 latency=4:5:5:5:26:(5)ms latency95=6ms latency99=26ms requests=44 option1=0 option2=0 errors=0 throughput=44rps ql=0 rr=0.00% cr=0.00% accRequests=536 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=10ms accLatency99=37ms accOpenQueuing=3 accErrors=3
time=1692885255.474614 latency=4:5:5:5:6:(5)ms latency95=5ms latency99=6ms requests=50 option1=0 option2=0 errors=0 throughput=50rps ql=0 rr=0.00% cr=0.00% accRequests=586 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=9ms accLatency99=35ms accOpenQueuing=3 accErrors=3
time=1692885256.475146 latency=3:5:5:5:49:(6)ms latency95=10ms latency99=49ms requests=49 option1=0 option2=0 errors=0 throughput=49rps ql=0 rr=0.00% cr=0.00% accRequests=635 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=9ms accLatency99=37ms accOpenQueuing=3 accErrors=3
time=1692885257.475942 latency=3:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=62 option1=0 option2=0 errors=0 throughput=62rps ql=0 rr=0.00% cr=0.00% accRequests=697 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=9ms accLatency99=35ms accOpenQueuing=3 accErrors=3
time=1692885258.476499 latency=5:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=45 option1=0 option2=0 errors=0 throughput=45rps ql=0 rr=0.00% cr=0.00% accRequests=742 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=9ms accLatency99=35ms accOpenQueuing=3 accErrors=3
time=1692885259.476891 latency=3:3:4:5:24:(4)ms latency95=5ms latency99=24ms requests=44 option1=0 option2=0 errors=0 throughput=44rps ql=0 rr=0.00% cr=0.00% accRequests=786 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=9ms accLatency99=35ms accOpenQueuing=3 accErrors=3
time=1692885260.477557 latency=3:4:5:5:20:(5)ms latency95=6ms latency99=7ms requests=64 option1=0 option2=0 errors=0 throughput=64rps ql=0 rr=0.00% cr=0.00% accRequests=850 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=9ms accLatency99=35ms accOpenQueuing=3 accErrors=3
time=1692885261.478265 latency=4:5:5:5:6:(5)ms latency95=5ms latency99=6ms requests=51 option1=0 option2=0 errors=0 throughput=51rps ql=0 rr=0.00% cr=0.00% accRequests=901 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=9ms accLatency99=26ms accOpenQueuing=4 accErrors=3
time=1692885262.478966 latency=4:5:5:5:7:(5)ms latency95=6ms latency99=7ms requests=46 option1=0 option2=0 errors=0 throughput=46rps ql=0 rr=0.00% cr=0.00% accRequests=947 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=9ms accLatency99=26ms accOpenQueuing=4 accErrors=3
time=1692885263.479680 latency=4:5:5:5:8:(5)ms latency95=6ms latency99=8ms requests=44 option1=0 option2=0 errors=0 throughput=44rps ql=0 rr=0.00% cr=0.00% accRequests=991 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=9ms accLatency99=24ms accOpenQueuing=4 accErrors=3
time=1692885264.480396 latency=5:5:5:5:9:(5)ms latency95=6ms latency99=6ms requests=59 option1=0 option2=0 errors=0 throughput=59rps ql=0 rr=0.00% cr=0.00% accRequests=1050 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=9ms accLatency99=24ms accOpenQueuing=4 accErrors=3
time=1692885265.481184 latency=3:5:5:5:41:(5)ms latency95=6ms latency99=41ms requests=50 option1=0 option2=0 errors=0 throughput=50rps ql=1 rr=0.00% cr=0.00% accRequests=1100 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=9ms accLatency99=24ms accOpenQueuing=5 accErrors=3
time=1692885266.481993 latency=4:5:5:5:5:(5)ms latency95=5ms latency99=5ms requests=46 option1=0 option2=0 errors=0 throughput=46rps ql=1 rr=0.00% cr=0.00% accRequests=1146 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(6)ms accLatency95=9ms accLatency99=24ms accOpenQueuing=5 accErrors=3
time=1692885267.482831 latency=3:5:5:5:9:(5)ms latency95=6ms latency99=9ms requests=49 option1=0 option2=0 errors=0 throughput=49rps ql=1 rr=0.00% cr=0.00% accRequests=1195 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=8ms accLatency99=20ms accOpenQueuing=5 accErrors=3
time=1692885268.483730 latency=4:5:5:5:7:(5)ms latency95=6ms latency99=7ms requests=40 option1=0 option2=0 errors=0 throughput=40rps ql=1 rr=0.00% cr=0.00% accRequests=1235 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=7ms accLatency99=20ms accOpenQueuing=5 accErrors=3
time=1692885269.484572 latency=4:5:5:5:6:(5)ms latency95=5ms latency99=6ms requests=53 option1=0 option2=0 errors=0 throughput=53rps ql=0 rr=0.00% cr=0.00% accRequests=1288 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=7ms accLatency99=16ms accOpenQueuing=5 accErrors=3
time=1692885270.485495 latency=3:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=40 option1=0 option2=0 errors=0 throughput=40rps ql=0 rr=0.00% cr=0.00% accRequests=1328 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=7ms accLatency99=16ms accOpenQueuing=5 accErrors=3
time=1692885271.486475 latency=3:5:5:5:7:(5)ms latency95=6ms latency99=7ms requests=47 option1=0 option2=0 errors=0 throughput=47rps ql=0 rr=0.00% cr=0.00% accRequests=1375 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=7ms accLatency99=16ms accOpenQueuing=5 accErrors=3
time=1692885272.487490 latency=4:5:5:5:6:(5)ms latency95=5ms latency99=6ms requests=39 option1=0 option2=0 errors=0 throughput=39rps ql=0 rr=0.00% cr=0.00% accRequests=1414 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=7ms accLatency99=16ms accOpenQueuing=5 accErrors=3
time=1692885273.488571 latency=3:5:5:5:7:(5)ms latency95=6ms latency99=6ms requests=58 option1=0 option2=0 errors=0 throughput=58rps ql=0 rr=0.00% cr=0.00% accRequests=1472 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=7ms accLatency99=11ms accOpenQueuing=5 accErrors=3
time=1692885274.489613 latency=4:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=54 option1=0 option2=0 errors=0 throughput=54rps ql=0 rr=0.00% cr=0.00% accRequests=1526 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=11ms accOpenQueuing=5 accErrors=3
time=1692885275.490704 latency=3:5:5:5:7:(5)ms latency95=6ms latency99=7ms requests=45 option1=0 option2=0 errors=0 throughput=45rps ql=0 rr=0.00% cr=0.00% accRequests=1571 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=11ms accOpenQueuing=5 accErrors=3
time=1692885276.491857 latency=4:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=50 option1=0 option2=0 errors=0 throughput=50rps ql=1 rr=0.00% cr=0.00% accRequests=1621 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=11ms accOpenQueuing=5 accErrors=3
time=1692885277.492964 latency=4:5:5:5:5:(5)ms latency95=5ms latency99=5ms requests=50 option1=0 option2=0 errors=0 throughput=50rps ql=1 rr=0.00% cr=0.00% accRequests=1671 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=11ms accOpenQueuing=5 accErrors=3
time=1692885278.494192 latency=4:5:5:5:6:(5)ms latency95=5ms latency99=6ms requests=54 option1=0 option2=0 errors=0 throughput=54rps ql=0 rr=0.00% cr=0.00% accRequests=1725 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=11ms accOpenQueuing=5 accErrors=3
time=1692885279.495483 latency=4:5:5:5:9:(5)ms latency95=6ms latency99=9ms requests=48 option1=0 option2=0 errors=0 throughput=48rps ql=0 rr=0.00% cr=0.00% accRequests=1773 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=5 accErrors=3
time=1692885280.496674 latency=3:5:5:5:8:(5)ms latency95=6ms latency99=8ms requests=41 option1=0 option2=0 errors=0 throughput=41rps ql=0 rr=0.00% cr=0.00% accRequests=1814 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=5 accErrors=3
time=1692885281.497946 latency=4:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=46 option1=0 option2=0 errors=0 throughput=46rps ql=0 rr=0.00% cr=0.00% accRequests=1860 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=5 accErrors=3
time=1692885282.499211 latency=4:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=44 option1=0 option2=0 errors=0 throughput=44rps ql=0 rr=0.00% cr=0.00% accRequests=1904 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=5 accErrors=3
time=1692885283.500540 latency=4:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=42 option1=0 option2=0 errors=0 throughput=42rps ql=0 rr=0.00% cr=0.00% accRequests=1946 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=5 accErrors=3
time=1692885284.501883 latency=4:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=63 option1=0 option2=0 errors=0 throughput=63rps ql=0 rr=0.00% cr=0.00% accRequests=2009 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=5 accErrors=3
time=1692885285.503373 latency=3:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=47 option1=0 option2=0 errors=0 throughput=47rps ql=0 rr=0.00% cr=0.00% accRequests=2056 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=5 accErrors=3
time=1692885286.504775 latency=3:4:5:5:6:(5)ms latency95=5ms latency99=6ms requests=43 option1=0 option2=0 errors=0 throughput=43rps ql=0 rr=0.00% cr=0.00% accRequests=2099 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=5 accErrors=3
time=1692885287.506607 latency=4:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=48 option1=0 option2=0 errors=0 throughput=48rps ql=1 rr=0.00% cr=0.00% accRequests=2147 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=5 accErrors=3
time=1692885288.508044 latency=4:5:5:5:11:(5)ms latency95=6ms latency99=7ms requests=58 option1=0 option2=0 errors=0 throughput=58rps ql=0 rr=0.00% cr=0.00% accRequests=2205 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=6 accErrors=3
time=1692885289.509518 latency=3:3:4:4:12:(4)ms latency95=5ms latency99=5ms requests=58 option1=0 option2=0 errors=0 throughput=58rps ql=0 rr=0.00% cr=0.00% accRequests=2263 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=6 accErrors=3
time=1692885290.511275 latency=3:4:5:5:6:(5)ms latency95=5ms latency99=6ms requests=52 option1=0 option2=0 errors=0 throughput=52rps ql=0 rr=0.00% cr=0.00% accRequests=2315 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=7 accErrors=3
time=1692885291.512947 latency=4:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=45 option1=0 option2=0 errors=0 throughput=45rps ql=0 rr=0.00% cr=0.00% accRequests=2360 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=7 accErrors=3
time=1692885292.514606 latency=4:5:5:5:7:(5)ms latency95=6ms latency99=6ms requests=73 option1=0 option2=0 errors=0 throughput=73rps ql=0 rr=0.00% cr=0.00% accRequests=2433 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=8 accErrors=3
time=1692885293.516316 latency=3:5:5:5:6:(5)ms latency95=6ms latency99=6ms requests=54 option1=0 option2=0 errors=0 throughput=54rps ql=0 rr=0.00% cr=0.00% accRequests=2487 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=8 accErrors=3
time=1692885294.517991 latency=4:5:5:5:7:(5)ms latency95=5ms latency99=7ms requests=47 option1=0 option2=0 errors=0 throughput=47rps ql=0 rr=0.00% cr=0.00% accRequests=2534 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=9 accErrors=3
time=1692885295.519647 latency=4:5:5:5:6:(5)ms latency95=5ms latency99=6ms requests=44 option1=0 option2=0 errors=0 throughput=44rps ql=0 rr=0.00% cr=0.00% accRequests=2578 accOption1=0 accOption2=0 accLatency=3:5:5:5:97:(5)ms accLatency95=6ms accLatency99=10ms accOpenQueuing=9 accErrors=3
