time=1693318250.567016 latency=nan:nan:nan:nan:nan:(0)ms latency95=nanms latency99=0ms requests=0 option1=0 option2=0 errors=0 throughput=0rps ql=0 rr=-nan% cr=-nan% accRequests=0 accOption1=0 accOption2=0 accLatency=nan:nan:nan:nan:nan:(0)ms accLatency95=nanms accLatency99=0ms accOpenQueuing=0 accErrors=0
time=1693318250.567502 concurrency=1000
time=1693318253.236914 latency=4:241:451:757:1991:(535)ms latency95=1242ms latency99=1592ms requests=1230 option1=0 option2=0 errors=0 throughput=461rps ql=621 rr=0.00% cr=0.00% accRequests=1230 accOption1=0 accOption2=0 accLatency=4:241:451:757:1991:(535)ms accLatency95=1242ms accLatency99=1592ms accOpenQueuing=291 accErrors=0
time=1693318254.238643 latency=8:207:328:1494:2784:(760)ms latency95=2121ms latency99=2529ms requests=546 option1=0 option2=0 errors=2 throughput=543rps ql=669 rr=0.00% cr=0.00% accRequests=1776 accOption1=0 accOption2=0 accLatency=4:227:419:833:2784:(604)ms accLatency95=1769ms accLatency99=2216ms accOpenQueuing=454 accErrors=2
time=1693318255.240978 latency=37:237:352:1998:3487:(966)ms latency95=2711ms latency99=3063ms requests=513 option1=0 option2=0 errors=0 throughput=512rps ql=723 rr=0.00% cr=0.00% accRequests=2289 accOption1=0 accOption2=0 accLatency=4:232:400:910:3487:(685)ms accLatency95=2200ms accLatency99=2782ms accOpenQueuing=642 accErrors=2
time=1693318256.243442 latency=56:218:962:2684:5297:(1485)ms latency95=3813ms latency99=4905ms requests=630 option1=0 option2=0 errors=52 throughput=577rps ql=757 rr=0.00% cr=0.00% accRequests=2919 accOption1=0 accOption2=0 accLatency=4:228:418:1133:5297:(847)ms accLatency95=2787ms accLatency99=3813ms accOpenQueuing=944 accErrors=54
time=1693318257.246481 latency=43:288:2424:3425:6113:(2273)ms latency95=5244ms latency99=5739ms requests=697 option1=0 option2=0 errors=106 throughput=589rps ql=772 rr=0.00% cr=0.00% accRequests=3616 accOption1=0 accOption2=0 accLatency=4:235:478:1711:6113:(1091)ms accLatency95=3658ms accLatency99=5198ms accOpenQueuing=1315 accErrors=160
time=1693318258.249658 latency=57:326:2795:4074:6049:(2503)ms latency95=5311ms latency99=5726ms requests=536 option1=0 option2=0 errors=0 throughput=534rps ql=798 rr=0.00% cr=0.00% accRequests=4152 accOption1=0 accOption2=0 accLatency=4:240:536:2096:6113:(1280)ms accLatency95=4493ms accLatency99=5408ms accOpenQueuing=1663 accErrors=160
time=1693318259.252904 latency=44:295:1610:3744:7401:(2170)ms latency95=5689ms latency99=6270ms requests=469 option1=0 option2=0 errors=0 throughput=467rps ql=827 rr=0.00% cr=0.00% accRequests=4621 accOption1=0 accOption2=0 accLatency=4:245:570:2329:7401:(1374)ms accLatency95=4730ms accLatency99=5652ms accOpenQueuing=1919 accErrors=160
time=1693318260.256527 latency=54:319:1790:4152:9232:(2515)ms latency95=7120ms latency99=8862ms requests=500 option1=0 option2=0 errors=0 throughput=498rps ql=814 rr=0.00% cr=0.00% accRequests=5121 accOption1=0 accOption2=0 accLatency=4:253:595:2502:9232:(1489)ms accLatency95=4966ms accLatency99=6232ms accOpenQueuing=2216 accErrors=160
time=1693318261.260399 latency=79:251:1694:4732:10205:(2885)ms latency95=8715ms latency99=9664ms requests=485 option1=0 option2=0 errors=0 throughput=483rps ql=832 rr=0.00% cr=0.00% accRequests=5606 accOption1=0 accOption2=0 accLatency=4:252:617:2657:10205:(1613)ms accLatency95=5281ms accLatency99=8036ms accOpenQueuing=2496 accErrors=160
