Pod,Container,%CPU,%VM,RT [ms],CPU_T [ms],TH [rps],CPU_T/R [ms],REQ_S [B],RES_S [B],C_Load [rps],t_start [ms],t_end [ms],CPU [CPU],VM [B]
service-1,app,2.2858211708708227,2.307,6.583333333333334,114.29105854354114,50.4,2.2392409780848905,1250.0,295.0,50,1692871198546.928,1692871498552.3484,0m,0m
service-1,app,4.261793485643716,4.6204,7.840517241379309,213.08967428218577,100.0,2.1334196094248523,1250.0,295.0,100,1692871523498.5962,1692871823504.9082,0m,0m
service-1,app,8.71264423155161,4.6276,8.730324074074074,435.63221157758045,249.4,1.7170015056682328,1150.0,295.0,250,1692871848408.5867,1692872148414.038,0m,0m
service-1,app,13.590632893926008,4.688,9.358445945945942,679.5316446963004,499.2,1.363973594332197,1150.0,295.0,500,1692872173552.479,1692872473558.2156,0m,0m
service-1,app,17.74281302409558,4.7496,20.795529801324513,887.140651204779,751.0,1.1776362044608835,1150.0,295.0,750,1692872498435.4045,1692872798441.0415,0m,0m
service-1,app,20.001508519919106,4.7512,2425.0,1000.0754259959555,913.0,1.095454197588429,1150.0,295.0,1000,1692872823394.7124,1692873123399.9934,0m,0m
service-1,app,20.002163580030913,4.7512,2425.0,1000.1081790015456,913.8,1.0942012214457164,1150.0,295.0,1500,1692873148299.0266,1692873448305.0059,0m,0m
