Pod,Container,%CPU,%VM,RT [ms],CPU_T [ms],TH [rps],CPU_T/R [ms],REQ_S [B],RES_S [B],C_Load [rps],t_start [ms],t_end [ms],CPU [CPU],VM [B]
service-1,app,2.911788947780549,5.0198,4.950660792951542,145.58944738902747,50.8,2.9248384023140965,1150.0,295.0,50,1692882899613.246,1692883199618.1624,0m,0m
service-1,app,5.628264983742357,10.0436,4.946747967479675,281.4132491871178,100.2,2.7333465249346975,1250.0,295.0,100,1692883224844.8271,1692883524850.3086,0m,0m
service-1,app,12.782455110932954,10.0484,6.7105263157894735,639.1227555466477,251.8,2.496619077241379,1150.0,295.0,250,1692883549533.8152,1692883849539.208,0m,0m
service-1,app,21.272314880075676,10.0772,6.047839506172842,1063.6157440037837,501.8,2.109438147290841,1250.0,295.0,500,1692883874416.2034,1692884174421.4824,0m,0m
service-1,app,27.808765949212358,10.1324,5.539473684210512,1390.438297460618,752.6,1.8476439919418814,1150.0,295.0,750,1692884199358.8296,1692884499364.2268,0m,0m
service-1,app,33.029316020874106,10.146,5.016732283464574,1651.4658010437056,999.2,1.6581349325799197,1150.0,295.0,1000,1692884523902.106,1692884823907.2954,0m,0m
service-1,app,42.1730114308317,10.2076,7.023089171974517,2108.650571541585,1502.2,1.4081139491766195,1250.0,295.0,1500,1692884849095.984,1692885149101.5212,0m,0m
