Pod,Container,%CPU,%VM,RT [ms],CPU_T [ms],TH [rps],CPU_T/R [ms],REQ_S [B],RES_S [B],C_Load [rps],t_start [ms],t_end [ms],CPU [CPU],VM [B]
service-1,app,2.539967312416753,3.6574,4.874803149606299,126.99836562083766,50.0,2.5387923174307847,1250.0,295.0,50,1692875878975.6135,1692876178981.1345,0m,0m
service-1,app,4.959447859441951,7.3196,4.920762711864406,247.97239297209757,102.4,2.4417889278894576,1250.0,295.0,100,1692876203795.7207,1692876503801.3555,0m,0m
service-1,app,10.912370949888594,7.3244,6.670212765957446,545.6185474944297,247.6,2.1681314551658617,1150.0,295.0,250,1692876528620.1333,1692876828624.9797,0m,0m
service-1,app,17.711520108141166,7.3764,6.309593023255811,885.5760054070582,504.2,1.7537171414397148,1250.0,295.0,500,1692876853658.144,1692877153663.0857,0m,0m
service-1,app,22.915669607257023,7.3948,6.138319672131138,1145.7834803628514,754.8,1.5127303754984975,1150.0,295.0,750,1692877178990.1982,1692877478995.1733,0m,0m
service-1,app,27.307897614441156,7.4372,7.106735159817349,1365.394880722058,998.8,1.3636652466274997,1250.0,295.0,1000,1692877504017.5117,1692877804022.293,0m,0m
service-1,app,35.521632024743624,7.4828,9.868366405168434,1776.0816012371813,1501.8,1.1848442970228028,1150.0,295.0,1500,1692877828922.9336,1692878128928.0764,0m,0m
